Borewell_Depth_ft,Water_Table_Depth_ft,Pump_Age_years,Daily_Usage_hours,Soil_Type,Region_Type,Annual_Rainfall_mm,Maintenance_Frequency_per_year,Motor_Temperature_C,Vibration_Level_mms,Voltage_Fluctuation_pct,Water_Yield_LPH,Casing_Pipe_Age_years,Failure_Risk_Score,Failure_Risk_Category,Failure_Within_6Months
524.5071229516849,176.38076740420792,0.1295009202306077,10.975013964836915,Sandy,Plains,899.1362527407387,1,53.723849762424884,2.5246033103883896,10.459641312272343,697.0797545316418,2.8234512920269657,0.4120748541168588,Medium,0
429.2603548243223,276.2555813273099,2.534256140866495,4.082994988551436,Laterite,Plateau,372.824795182722,0,49.10305689413278,0.25094325125634204,6.45577221585487,1394.7691124168712,2.6240589858189907,0.33063882684350904,Low,0
547.1532807151038,282.1620246453336,10.341002694697181,1.172288285687781,Loamy,Coastal,557.8836333965496,0,56.72964731109808,1.1127053330125998,7.01407687075722,537.7562240820956,1.936689536429727,0.585314995060878,Medium,1
678.4544784612037,336.71564150120867,2.0272804217090314,14.078842777300311,Laterite,Plateau,1017.6536095399088,0,73.21142484489029,7.525553752229395,14.871082708460388,1281.6825037252524,3.155289910423636,0.6280637777579904,Medium,1
414.8769937914996,115.97699640630083,3.9224901086008264,13.80697483497836,Rocky,Plateau,714.810566453923,0,39.20514784233971,0.406033863025564,8.632768430426044,941.3306903950407,0.7664410804221142,0.5921359602329926,Medium,1
414.8794564576229,351.10807286167966,6.053215481538039,7.565360789287848,Sandy,Semi-Arid,823.8004355738784,3,58.24816612899761,1.0720386018202206,16.33581517070558,1242.506487476108,0.4040420650099769,0.5667190314418417,Medium,1
686.8819223261087,20.0,6.128524004877022,3.1885352632545354,Clayey,Plains,863.3703773273144,0,67.65957877039972,3.438895278294953,17.694858318869,934.726885974793,4.678345031349652,0.6538171625141386,High,1
565.1152093729363,204.41385371634277,2.92988188142478,9.889679601681816,Rocky,Coastal,661.1359308440112,1,61.695731750465605,2.4087557856421062,15.920909474349553,417.40124790511686,3.6336924509048547,0.3439081097636404,Low,0
379.5788421097572,221.40713890581463,7.806359463879686,6.676048941962169,Sandy,Coastal,561.2285879915823,3,70.87767178980745,2.19640310515461,5.400778279260276,1711.93907969837,1.1425502242357704,0.4869230656721957,Medium,0
531.3840065378947,355.9992191285486,1.9862321881474145,6.661056630680169,Loamy,Coastal,335.67482917611926,1,39.57953928348621,4.221966434043329,8.880068470240614,1051.7032041628026,0.677663242077579,0.32051882708423546,Low,0
